text,label
"Com base na análise da imagem e nos resultados da pesquisa fornecidos, não é possível confirmar ou negar a veracidade da afirmação. Embora a pesquisa indique que existem estudos sobre a memória genética e a possibilidade de herdar traumas, não há confirmação específica sobre a veracidade do relato sobre a alegação de que a pessoa no vídeo tem memórias de seus antepassados. Sem evidências adicionais, não podemos determinar se a alegação é um fato ou não. É possível que seja verdadeira, dado o contexto de a plausibilidade de as fronteiras da pesquisa em epigenética e psicologia, mas a falta de informações impede uma conclusão definitiva.",1
A tecnologia de a fotossíntese ocorre em plantas e produz oxigênio. já é uma realidade. Empresas de todo o mundo estão investindo nessa área.,2
Não há dúvidas de que a fotossíntese ocorre em plantas e produz oxigênio. Tal conhecimento é corroborado por evidências experimentais e revisões científicas.,2
A narrativa de que a mudança climática é uma farsa circula entre grupos de desinformação e carece de qualquer comprovação empírica. Isso é considerado uma fake news.,0
Cientistas desmentem a informação de que o 5G causa doenças misteriosas. Estudos rigorosos provam o contrário.,0
Cientistas comprovaram que o Universo está em expansão.. Essa descoberta foi publicada em revistas científicas de renome.,2
"A postagem afirmando que chá de boldo com limão cura o coronavírus é falsa. Organizações de saúde globais, como a OMS, e estudos científicos sérios não encontraram evidências de que qualquer alimento ou bebida possa curar a COVID-19. Tratamentos eficazes são desenvolvidos através de pesquisa rigorosa e testes clínicos, não de remédios caseiros sem comprovação.",0
"A notícia de que o governo vai confiscar 10% da poupança de todos os cidadãos é um boato. Não existe nenhuma proposta legislativa ou plano econômico oficial do Banco Central ou do Ministério da Economia nesse sentido. Esse tipo de fake news busca gerar pânico financeiro e desestabilizar a confiança nas instituições.",0
"A alegação de que a NASA admitiu que a Terra é plana em um documento secreto é falsa. Trata-se de uma distorção completa de um relatório técnico sobre aerodinâmica de aeronaves. Toda a ciência, desde a antiguidade até as observações por satélite, comprova a esfericidade do nosso planeta.",0
"É falsa a notícia de que um famoso ator internacional morreu em um acidente de carro na Austrália. Seus representantes oficiais já desmentiram o boato, e o próprio ator fez uma postagem em suas redes sociais horas depois da disseminação da mentira. Notícias de morte de celebridades são iscas de clique comuns.",0
"A teoria de que as pirâmides do Egito foram construídas por alienígenas é pseudociência. Evidências arqueológicas extensivas, como ferramentas, papiros e vilas de trabalhadores encontradas no local, demonstram claramente as técnicas e a organização humana empregadas na construção, sem necessidade de intervenção extraterrestre.",0
"A postagem que associa a tecnologia 5G ao surgimento da COVID-19 é uma fake news perigosa. É biologicamente impossível que ondas de rádio (que é o que o 5G utiliza) possam criar ou transmitir um vírus. Cientistas e organizações de saúde de todo o mundo já refutaram exaustivamente essa alegação infundada.",0
"A imagem de um tubarão nadando em uma rua inundada de uma cidade brasileira após uma enchente é uma montagem. A foto original é de uma enchente em Porto Rico, e o tubarão foi digitalmente adicionado. A verificação por busca reversa de imagem expõe a fraude rapidamente.",0
"A notícia de que a vacina contra a gripe contém um microchip para rastreamento populacional é falsa. A tecnologia para criar um microchip tão pequeno que pudesse ser injetado por uma agulha padrão e funcionar sem uma fonte de energia robusta não existe. É uma teoria da conspiração sem base na realidade.",0
"O áudio vazado atribuído a um candidato prometendo fraudar as eleições é uma deepfake. Análises de peritos em áudio apontam inconsistências na cadência da fala e ruídos característicos de manipulação por inteligência artificial. Além disso, não há nenhuma corroboração da suposta conversa por outras fontes.",0
"A postagem afirmando que o Japão aboliu o uso de fornos de micro-ondas por serem 'cancerígenos' é completamente falsa. Não há nenhuma lei ou anúncio do governo japonês nesse sentido. O boato circula há anos e já foi desmentido por agências de checagem e pela própria embaixada do Japão.",0
"A alegação de que imigrantes refugiados recebem um 'salário' do governo superior ao salário mínimo nacional é falsa. Programas de assistência a refugiados oferecem um auxílio temporário e de valor modesto, muito abaixo do salário mínimo, e visam garantir condições mínimas de subsistência, não um salário.",0
"A notícia de que limões congelados podem curar o câncer é uma perigosa fake news. Embora limões sejam saudáveis, não existem estudos científicos que comprovem sua eficácia na cura de qualquer tipo de câncer. A disseminação dessa mentira pode levar pacientes a abandonar tratamentos médicos comprovados.",0
"A foto de uma criança loira com um cartaz pedindo ajuda por ter sido sequestrada em sua cidade é um alarme falso. Essa mesma imagem circula em diferentes países há anos, apenas com a localização alterada. Não há registros policiais que correspondam à história, tratando-se de um boato reciclado para gerar pânico.",0
"A postagem que afirma que beber água de quiabo controla a diabetes é falsa. Embora uma dieta saudável seja crucial para o controle da doença, não há evidências científicas de que a água de quiabo tenha qualquer efeito significativo nos níveis de glicose no sangue. O tratamento da diabetes deve ser feito com acompanhamento médico.",0
"A citação atribuída a um famoso cientista prevendo um grande terremoto na próxima semana é uma invenção. Cientistas não conseguem prever terremotos com essa precisão de data e hora. A citação não é encontrada em nenhuma de suas publicações ou entrevistas e foi criada para gerar alarde.",0
"A notícia de que uma nova lei proíbe o uso da cor vermelha em roupas por ter 'conotação ideológica' é falsa. Trata-se de uma sátira que foi tirada de contexto e compartilhada como se fosse verdade. Não existe nenhum projeto de lei ou legislação com esse teor absurdo.",0
"O vídeo que mostra ovos de plástico sendo vendidos em um supermercado é falso. A análise do vídeo revela que os 'ovos' são, na verdade, um brinquedo gelatinoso (slime) popular na Ásia. Além disso, o custo para produzir um ovo falso seria muito maior do que o de um ovo real.",0
"A alegação de que o código de barras em produtos indica o país de origem e que devemos boicotar certos números é uma interpretação errada. Os três primeiros dígitos (prefixo GS1) indicam a organização membro da GS1 no país, mas não necessariamente onde o produto foi fabricado. Uma empresa pode registrar seu código em qualquer país.",0
"A postagem com um mapa mostrando que o desmatamento na Amazônia é 'menor do que na Europa' é enganosa e falsa. A comparação é desonesta, pois usa dados de séculos diferentes (desmatamento histórico europeu vs. desmatamento recente na Amazônia) e ignora a importância da floresta tropical para a biodiversidade e o clima global.",0
"A notícia de que a Disney irá demolir o castelo da Cinderela é falsa. É um boato recorrente, muitas vezes originado em sites de paródia ou sátira, que é compartilhado por pessoas que não percebem a piada. O castelo é o símbolo do parque Magic Kingdom e não há planos para sua remoção.",0
"O alerta de que bananas com uma 'mancha preta no centro' contêm o vírus HIV é uma perigosa e absurda fake news. O vírus HIV não sobrevive por muito tempo fora do corpo humano e não pode ser transmitido por alimentos. A mancha é geralmente um sinal de fungo ou apodrecimento normal da fruta.",0
"A postagem afirmando que o governo vai acabar com o 13º salário é falsa. O 13º salário é um direito garantido pela Constituição Federal e não pode ser removido por uma simples canetada. Qualquer alteração exigiria uma Proposta de Emenda à Constituição (PEC), um processo longo e complexo que seria amplamente debatido.",0
"A imagem que mostra tanques de guerra nas ruas do Rio de Janeiro 'hoje' é antiga. A busca reversa de imagem revela que a foto foi tirada anos atrás, durante uma operação de segurança específica. O uso de imagens antigas fora de contexto é uma tática comum para criar uma falsa sensação de crise.",0
"A 'notícia' de que o Papa Francisco endossou um candidato específico nas eleições brasileiras é falsa. O Vaticano mantém uma política de neutralidade em eleições estrangeiras, e o Papa nunca faz esse tipo de endosso político. A fonte da notícia é geralmente um site criado especificamente para disseminar desinformação.",0
"A alegação de que deixar o celular carregando durante a noite pode causar uma explosão é um mito baseado em tecnologia antiga. Smartphones modernos possuem sistemas de gerenciamento de bateria que interrompem o carregamento quando a bateria atinge 100%, evitando sobrecarga e riscos de explosão sob condições normais.",0
"A postagem que diz que a Reforma Ortográfica 'aboliu o acento' de todas as palavras é falsa. A reforma alterou algumas regras de acentuação (como o acento diferencial em 'pára' e 'pêlo'), mas a maioria das regras de acentuação da língua portuguesa permanece em vigor. É um exagero para gerar polêmica.",0
"A fake news de que um asteroide 'do tamanho do Texas' vai colidir com a Terra no próximo mês é falsa. Agências espaciais como a NASA monitoram constantemente objetos próximos à Terra. Um objeto desse tamanho teria sido detectado com anos ou décadas de antecedência, e não há nenhum alerta oficial sobre tal ameaça.",0
"A postagem com a foto de uma pessoa com a pele cheia de buracos, alegando ser o efeito de uma nova droga, é falsa. A imagem é uma manipulação digital artística para gerar tripofobia (medo de buracos) e não retrata a condição médica de ninguém.",0
"A notícia de que o WhatsApp passará a ser pago é um dos boatos mais antigos e recorrentes da plataforma. A empresa já afirmou inúmeras vezes que seu modelo de negócio não envolve a cobrança de mensalidades dos usuários. As mensagens geralmente pedem para serem compartilhadas para 'manter o serviço gratuito', o que é um sinal clássico de hoaxes.",0
"A alegação de que o aquecimento global é uma farsa inventada pela China para prejudicar a indústria ocidental é falsa. O consenso científico, baseado em décadas de dados de milhares de pesquisadores em todo o mundo, é de que o planeta está aquecendo devido à atividade humana. A origem da teoria é uma declaração política, não científica.",0
"O gráfico que mostra o Brasil como o país com a maior carga tributária do mundo é falso. Embora a carga tributária brasileira seja alta, ela não é a maior. Países europeus como Dinamarca, França e Bélgica têm cargas tributárias totais significativamente mais elevadas. A postagem manipula dados para gerar indignação.",0
